top - 14:22:42 up  4:22,  1 user,  load average: 0.25, 0.55, 0.54
Threads: 1583 total,   1 running, 1578 sleeping,   4 stopped,   0 zombie
%Cpu(s):  1.3 us,  1.3 sy,  0.0 ni, 97.4 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st
MiB Mem :   7756.4 total,    264.6 free,   5050.0 used,   2441.8 buff/cache
MiB Swap:   8192.0 total,   6901.3 free,   1290.7 used.   1479.6 avail Mem 

    PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND
   2287 sahilch+  20   0  619568  10076   3868 S   0.0   0.1   0:00.42 gsd-col+
   2369 sahilch+  20   0  619568  10076   3868 S   0.0   0.1   0:00.00 gmain
   2372 sahilch+  20   0  619568  10076   3868 S   0.0   0.1   0:00.00 dconf w+
   2376 sahilch+  20   0  619568  10076   3868 S   0.0   0.1   0:00.01 gdbus
   2289 sahilch+  20   0  384112   3708   2028 S   0.0   0.0   0:00.01 gsd-dat+
   2340 sahilch+  20   0  384112   3708   2028 S   0.0   0.0   0:00.00 gmain
   2342 sahilch+  20   0  384112   3708   2028 S   0.0   0.0   0:00.00 gdbus
   2352 sahilch+  20   0  384112   3708   2028 S   0.0   0.0   0:00.00 dconf w+
   2292 sahilch+  20   0  320572   2020   1252 S   0.0   0.0   0:00.19 gsd-hou+
   2301 sahilch+  20   0  320572   2020   1252 S   0.0   0.0   0:00.00 gmain
   2305 sahilch+  20   0  320572   2020   1252 S   0.0   0.0   0:00.00 gdbus
   2314 sahilch+  20   0  320572   2020   1252 S   0.0   0.0   0:00.00 dconf w+
   2294 sahilch+  20   0  423832   9448   3824 S   0.0   0.1   0:00.33 gsd-key+
   2368 sahilch+  20   0  423832   9448   3824 S   0.0   0.1   0:00.00 gmain
   2370 sahilch+  20   0  423832   9448   3824 S   0.0   0.1   0:00.00 dconf w+
   2373 sahilch+  20   0  423832   9448   3824 S   0.0   0.1   0:00.00 gdbus
   2296 sahilch+  20   0  800096  12036   5676 S   0.0   0.2   0:00.44 gsd-med+
   2367 sahilch+  20   0  800096  12036   5676 S   0.0   0.2   0:00.00 gmain
   2371 sahilch+  20   0  800096  12036   5676 S   0.0   0.2   0:00.05 gdbus
   2387 sahilch+  20   0  800096  12036   5676 S   0.0   0.2   0:00.00 dconf w+
   2300 sahilch+  20   0  725064  11580   4788 S   0.0   0.1   0:00.49 gsd-pow+
   2377 sahilch+  20   0  725064  11580   4788 S   0.0   0.1   0:00.00 gmain
   2380 sahilch+  20   0  725064  11580   4788 S   0.0   0.1   0:00.10 gdbus
   2393 sahilch+  20   0  725064  11580   4788 S   0.0   0.1   0:00.00 dconf w+
   3443 sahilch+  20   0  725064  11580   4788 S   0.0   0.1   0:00.03 threade+
   2303 sahilch+  20   0  258500   2656   1904 S   0.0   0.0   0:00.00 gsd-pri+
   2315 sahilch+  20   0  258500   2656   1904 S   0.0   0.0   0:00.00 gmain
   2320 sahilch+  20   0  258500   2656   1904 S   0.0   0.0   0:00.00 gdbus
   2304 sahilch+  20   0  466500   1940   1348 S   0.0   0.0   0:00.00 gsd-rfk+
   2311 sahilch+  20   0  466500   1940   1348 S   0.0   0.0   0:00.00 gmain
   2341 sahilch+  20   0  466500   1940   1348 S   0.0   0.0   0:00.03 gdbus
   2306 sahilch+  20   0  244932   1860   1352 S   0.0   0.0   0:00.00 gsd-scr+
   2312 sahilch+  20   0  244932   1860   1352 S   0.0   0.0   0:00.00 gmain
   2316 sahilch+  20   0  244932   1860   1352 S   0.0   0.0   0:00.00 gdbus
   2310 sahilch+  20   0  474588   2460   1076 S   0.0   0.0   0:00.23 gsd-sha+
   2318 sahilch+  20   0  474588   2460   1076 S   0.0   0.0   0:00.00 gmain
   2321 sahilch+  20   0  474588   2460   1076 S   0.0   0.0   0:00.00 dconf w+
   2327 sahilch+  20   0  474588   2460   1076 S   0.0   0.0   0:00.42 gdbus
   2319 sahilch+  20   0  320948   2088   1284 S   0.0   0.0   0:00.00 gsd-sma+
   2326 sahilch+  20   0  320948   2088   1284 S   0.0   0.0   0:00.00 gmain
   2329 sahilch+  20   0  320948   2088   1284 S   0.0   0.0   0:00.01 gdbus
   2350 sahilch+  20   0  320948   2088   1284 S   0.0   0.0   0:00.00 dconf w+
   2322 sahilch+  20   0  327984   2412   1460 S   0.0   0.0   0:00.00 gsd-sou+
   2331 sahilch+  20   0  327984   2412   1460 S   0.0   0.0   0:00.00 gmain
   2337 sahilch+  20   0  327984   2412   1460 S   0.0   0.0   0:00.00 gdbus
   2351 sahilch+  20   0  327984   2412   1460 S   0.0   0.0   0:00.00 dconf w+
   2323 sahilch+  20   0  350440  10428   4312 S   0.0   0.1   0:00.36 gsd-wac+
   2378 sahilch+  20   0  350440  10428   4312 S   0.0   0.1   0:00.00 gmain
   2397 sahilch+  20   0  350440  10428   4312 S   0.0   0.1   0:00.00 gdbus
   2324 sahilch+  20   0  351988  10956   4396 S   0.0   0.1   0:00.56 gsd-xse+
   2463 sahilch+  20   0  351988  10956   4396 S   0.0   0.1   0:00.00 gmain
   2464 sahilch+  20   0  351988  10956   4396 S   0.0   0.1   0:00.01 gdbus
   2469 sahilch+  20   0  351988  10956   4396 S   0.0   0.1   0:00.00 dconf w+
   2328 sahilch+  20   0  232260   1800    620 S   0.0   0.0   0:00.00 gsd-dis+
   2445 sahilch+  20   0  232260   1800    620 S   0.0   0.0   0:00.00 gmain
   2447 sahilch+  20   0  232260   1800    620 S   0.0   0.0   0:00.00 gdbus
   2344 sahilch+  20   0  735228  15376   3884 S   0.0   0.2   0:00.42 evoluti+
   2473 sahilch+  20   0  735228  15376   3884 S   0.0   0.2   0:00.00 gmain
   2474 sahilch+  20   0  735228  15376   3884 S   0.0   0.2   0:00.00 gdbus
   2475 sahilch+  20   0  735228  15376   3884 S   0.0   0.2   0:00.00 dconf w+
   2476 sahilch+  20   0  735228  15376   3884 S   0.0   0.2   0:00.00 evoluti+
   2571 sahilch+  20   0  735228  15376   3884 S   0.0   0.2   0:00.00 evoluti+
   2375 sahilch+  20   0  351000   4000   2044 S   0.0   0.1   0:00.01 gsd-pri+
   2391 sahilch+  20   0  351000   4000   2044 S   0.0   0.1   0:00.00 gmain
   2392 sahilch+  20   0  351000   4000   2044 S   0.0   0.1   0:00.00 gdbus
   2405 sahilch+  20   0  172128   1732   1524 S   0.0   0.0   0:00.00 ibus-me+
   2409 sahilch+  20   0  172128   1732   1524 S   0.0   0.0   0:00.00 gmain
   2410 sahilch+  20   0  172128   1732   1524 S   0.0   0.0   0:00.00 gdbus
   2406 sahilch+  20   0  281208  13892   4712 S   0.0   0.2   0:02.58 ibus-ex+
   2465 sahilch+  20   0  281208  13892   4712 S   0.0   0.2   0:00.00 gmain
   2470 sahilch+  20   0  281208  13892   4712 S   0.0   0.2   0:00.00 dconf w+
   2412 sahilch+  20   0 2939960  14140   9444 S   0.0   0.2   0:00.05 gjs
   2419 sahilch+  20   0 2939960  14140   9444 S   0.0   0.2   0:00.00 gmain
   2420 sahilch+  20   0 2939960  14140   9444 S   0.0   0.2   0:00.01 gdbus
   2421 sahilch+  20   0 2939960  14140   9444 S   0.0   0.2   0:00.00 JS Help+
   2422 sahilch+  20   0 2939960  14140   9444 S   0.0   0.2   0:00.00 JS Help+
   2423 sahilch+  20   0 2939960  14140   9444 S   0.0   0.2   0:00.00 JS Help+
   2424 sahilch+  20   0 2939960  14140   9444 S   0.0   0.2   0:00.00 JS Help+
   2425 sahilch+  20   0 2939960  14140   9444 S   0.0   0.2   0:00.00 JS Help+
   2426 sahilch+  20   0 2939960  14140   9444 S   0.0   0.2   0:00.00 JS Help+
   2427 sahilch+  20   0 2939960  14140   9444 S   0.0   0.2   0:00.00 JS Help+
   2428 sahilch+  20   0 2939960  14140   9444 S   0.0   0.2   0:00.00 JS Help+
   2449 sahilch+  20   0  202840   8244   2652 S   0.0   0.1   0:00.38 ibus-x11
   2466 sahilch+  20   0  202840   8244   2652 S   0.0   0.1   0:00.00 gmain
   2468 sahilch+  20   0  202840   8244   2652 S   0.0   0.1   0:00.00 gdbus
   2453 sahilch+  20   0  245908   2300   1676 S   0.0   0.0   0:00.07 ibus-po+
   2459 sahilch+  20   0  245908   2300   1676 S   0.0   0.0   0:00.00 gmain
   2460 sahilch+  20   0  245908   2300   1676 S   0.0   0.0   0:00.40 gdbus
   2472 sahilch+  20   0  172260   2600   1748 S   0.0   0.0   0:01.96 ibus-en+
   2477 sahilch+  20   0  172260   2600   1748 S   0.0   0.0   0:00.00 gmain
   2478 sahilch+  20   0  172260   2600   1748 S   0.0   0.0   0:04.32 gdbus
   2479 sahilch+  20   0  991992  30496   5396 S   0.0   0.4   0:02.50 snap-st+
   2824 sahilch+  20   0  991992  30496   5396 S   0.0   0.4   0:00.35 gmain
   2825 sahilch+  20   0  991992  30496   5396 S   0.0   0.4   0:00.00 pool-sp+
   2826 sahilch+  20   0  991992  30496   5396 S   0.0   0.4   0:00.21 gdbus
   2827 sahilch+  20   0  991992  30496   5396 S   0.0   0.4   0:00.00 dconf w+
   2552 sahilch+  20   0  849100   6564   3256 S   0.0   0.1   0:00.06 evoluti+
   2577 sahilch+  20   0  849100   6564   3256 S   0.0   0.1   0:00.00 gmain
   2578 sahilch+  20   0  849100   6564   3256 S   0.0   0.1   0:00.05 gdbus
   2630 sahilch+  20   0  849100   6564   3256 S   0.0   0.1   0:00.00 dconf w+
   2631 sahilch+  20   0  849100   6564   3256 S   0.0   0.1   0:00.00 evoluti+
   2635 sahilch+  20   0  849100   6564   3256 S   0.0   0.1   0:00.00 pool-ev+
   2636 sahilch+  20   0  849100   6564   3256 S   0.0   0.1   0:00.00 evoluti+
   2640 sahilch+  20   0  849100   6564   3256 S   0.0   0.1   0:00.00 pool-ev+
   2642 sahilch+  20   0  849100   6564   3256 S   0.0   0.1   0:00.00 pool-ev+
   2553 sahilch+  20   0  558720   5252   3104 S   0.0   0.1   0:00.23 xdg-des+
   2579 sahilch+  20   0  558720   5252   3104 S   0.0   0.1   0:00.17 gmain
   2598 sahilch+  20   0  558720   5252   3104 S   0.0   0.1   0:00.51 gdbus
   2724 sahilch+  20   0  558720   5252   3104 S   0.0   0.1   0:00.00 dconf w+
   2801 sahilch+  20   0  558720   5252   3104 S   0.0   0.1   0:00.00 xdg-des+
   2802 sahilch+  20   0  558720   5252   3104 S   0.0   0.1   0:00.00 xdg-des+
   2600 sahilch+  20   0 3095960  49392  14812 S   0.0   0.6   0:04.00 xdg-des+
   2625 sahilch+  20   0 3095960  49392  14812 S   0.0   0.6   0:00.00 gmain
   2627 sahilch+  20   0 3095960  49392  14812 S   0.0   0.6   0:00.68 gdbus
   2680 sahilch+  39  19 3095960  49392  14812 S   0.0   0.6   0:00.00 xdg-des+
   2681 sahilch+  20   0 3095960  49392  14812 S   0.0   0.6   0:00.00 xdg-des+
   2682 sahilch+  20   0 3095960  49392  14812 S   0.0   0.6   0:00.00 xdg-des+
   2683 sahilch+  20   0 3095960  49392  14812 S   0.0   0.6   0:00.00 xdg-des+
   2684 sahilch+  20   0 3095960  49392  14812 S   0.0   0.6   0:00.00 xdg-des+
   2685 sahilch+  20   0 3095960  49392  14812 S   0.0   0.6   0:00.00 xdg-des+
   2686 sahilch+  20   0 3095960  49392  14812 S   0.0   0.6   0:00.00 xdg-des+
   2687 sahilch+  20   0 3095960  49392  14812 S   0.0   0.6   0:00.00 xdg-des+
   2688 sahilch+  20   0 3095960  49392  14812 S   0.0   0.6   0:00.00 xdg-des+
   2689 sahilch+  20   0 3095960  49392  14812 S   0.0   0.6   0:00.00 xdg-des+
   2692 sahilch+  20   0 3095960  49392  14812 S   0.0   0.6   0:00.00 xdg-des+
   2717 sahilch+  20   0 3095960  49392  14812 S   0.0   0.6   0:00.00 dconf w+
   9437 sahilch+  39  19 3095960  49392  14812 S   0.0   0.6   0:00.00 xdg-des+
   9438 sahilch+  20   0 3095960  49392  14812 S   0.0   0.6   0:00.00 xdg-des+
   9439 sahilch+  20   0 3095960  49392  14812 S   0.0   0.6   0:00.00 xdg-des+
   9440 sahilch+  20   0 3095960  49392  14812 S   0.0   0.6   0:00.00 xdg-des+
   9441 sahilch+  20   0 3095960  49392  14812 S   0.0   0.6   0:00.00 xdg-des+
   9442 sahilch+  20   0 3095960  49392  14812 S   0.0   0.6   0:00.00 xdg-des+
   9443 sahilch+  20   0 3095960  49392  14812 S   0.0   0.6   0:00.00 xdg-des+
   9444 sahilch+  20   0 3095960  49392  14812 S   0.0   0.6   0:00.00 xdg-des+
   9445 sahilch+  20   0 3095960  49392  14812 S   0.0   0.6   0:00.00 xdg-des+
   9446 sahilch+  20   0 3095960  49392  14812 S   0.0   0.6   0:00.00 xdg-des+
   9447 sahilch+  20   0 3095960  49392  14812 S   0.0   0.6   0:00.00 xdg-des+
   2649 sahilch+  20   0  157080   2336   1680 S   0.0   0.0   0:00.02 dconf-s+
   2690 sahilch+  20   0  157080   2336   1680 S   0.0   0.0   0:00.00 gmain
   2691 sahilch+  20   0  157080   2336   1680 S   0.0   0.0   0:00.01 gdbus
   2650 sahilch+  20   0  754604   4684   2176 S   0.0   0.1   0:00.02 evoluti+
   2693 sahilch+  20   0  754604   4684   2176 S   0.0   0.1   0:00.00 gmain
   2694 sahilch+  20   0  754604   4684   2176 S   0.0   0.1   0:00.03 gdbus
   2697 sahilch+  20   0  754604   4684   2176 S   0.0   0.1   0:00.00 dconf w+
   2698 sahilch+  20   0  754604   4684   2176 S   0.0   0.1   0:00.00 evoluti+
   2700 sahilch+  20   0  754604   4684   2176 S   0.0   0.1   0:00.00 pool-ev+
   2725 sahilch+  20   0   84488   8348   3104 S   0.0   0.1   0:00.55 snapd-d+
   2726 sahilch+  20   0  350764   8340   3056 S   0.0   0.1   0:00.67 xdg-des+
   2797 sahilch+  20   0  350764   8340   3056 S   0.0   0.1   0:00.00 gmain
   2798 sahilch+  20   0  350764   8340   3056 S   0.0   0.1   0:00.27 gdbus
   2800 sahilch+  20   0  350764   8340   3056 S   0.0   0.1   0:00.00 dconf w+
   2811 sahilch+  20   0  171768   2644   1952 S   0.0   0.0   0:00.08 gvfsd-m+
   2812 sahilch+  20   0  171768   2644   1952 S   0.0   0.0   0:00.00 gmain
   2813 sahilch+  20   0  171768   2644   1952 S   0.0   0.0   0:00.05 gdbus
   3446 sahilch+  20   0  501052  19544  13044 S   0.0   0.2   0:00.37 update-+
   3455 sahilch+  20   0  501052  19544  13044 S   0.0   0.2   0:00.15 gmain
   3456 sahilch+  20   0  501052  19544  13044 S   0.0   0.2   0:00.02 gdbus
   3457 sahilch+  20   0  501052  19544  13044 S   0.0   0.2   0:00.00 dconf w+
   3580 sahilch+  20   0  922728  51344  22632 S   0.0   0.6   0:43.69 gnome-t+
   3588 sahilch+  20   0  922728  51344  22632 S   0.0   0.6   0:00.00 gmain
   3589 sahilch+  20   0  922728  51344  22632 S   0.0   0.6   0:02.37 gdbus
   3593 sahilch+  20   0  922728  51344  22632 S   0.0   0.6   0:00.00 dconf w+
   3648 sahilch+  20   0  922728  51344  22632 S   0.0   0.6   0:00.01 threade+
   3596 sahilch+  20   0   20.7g 105196  73816 S   0.0   1.3   0:41.63 code
   3610 sahilch+  20   0   20.7g 105196  73816 S   0.0   1.3   0:00.00 sandbox+
   3628 sahilch+  20   0   20.7g 105196  73816 S   0.0   1.3   0:00.01 ThreadP+
   3640 sahilch+  20   0   20.7g 105196  73816 S   0.0   1.3   0:07.20 Chrome_+
   3641 sahilch+  20   0   20.7g 105196  73816 S   0.0   1.3   0:00.02 MemoryI+
   3657 sahilch+  20   0   20.7g 105196  73816 S   0.0   1.3   0:00.00 code
   3658 sahilch+  20   0   20.7g 105196  73816 S   0.0   1.3   0:00.44 code
   3659 sahilch+  20   0   20.7g 105196  73816 S   0.0   1.3   0:00.40 code
   3660 sahilch+  20   0   20.7g 105196  73816 S   0.0   1.3   0:00.46 code
   3661 sahilch+  20   0   20.7g 105196  73816 S   0.0   1.3   0:00.00 code
   3669 sahilch+  20   0   20.7g 105196  73816 S   0.0   1.3   0:00.00 ThreadP+
   3670 sahilch+  20   0   20.7g 105196  73816 S   0.0   1.3   0:00.00 Bluez D+
   3671 sahilch+  20   0   20.7g 105196  73816 S   0.0   1.3   0:00.00 CrShutd+
   3672 sahilch+  20   0   20.7g 105196  73816 S   0.0   1.3   0:00.00 gmain
   3673 sahilch+  20   0   20.7g 105196  73816 S   0.0   1.3   0:00.00 dconf w+
   3674 sahilch+  20   0   20.7g 105196  73816 S   0.0   1.3   0:00.00 gdbus
   3676 sahilch+  20   0   20.7g 105196  73816 S   0.0   1.3   0:00.00 inotify+
   3677 sahilch+  20   0   20.7g 105196  73816 S   0.0   1.3   0:00.00 ThreadP+
   3679 sahilch+  20   0   20.7g 105196  73816 S   0.0   1.3   0:00.73 Composi+
   3681 sahilch+  20   0   20.7g 105196  73816 S   0.0   1.3   0:00.00 VideoCa+
   3682 sahilch+  20   0   20.7g 105196  73816 S   0.0   1.3   0:00.76 code
   3683 sahilch+  20   0   20.7g 105196  73816 S   0.0   1.3   0:00.38 code
   3684 sahilch+  20   0   20.7g 105196  73816 S   0.0   1.3   0:00.34 code
   3685 sahilch+  20   0   20.7g 105196  73816 S   0.0   1.3   0:00.48 code
   3686 sahilch+  20   0   20.7g 105196  73816 S   0.0   1.3   0:00.34 code
   3729 sahilch+  20   0   20.7g 105196  73816 S   0.0   1.3   0:00.01 ThreadP+
   3735 sahilch+  20   0   20.7g 105196  73816 S   0.0   1.3   0:00.05 CacheTh+
   3757 sahilch+  20   0   20.7g 105196  73816 S   0.0   1.3   0:02.60 code
  22865 sahilch+  20   0   20.7g 105196  73816 S   0.0   1.3   0:00.05 ThreadP+
  24060 sahilch+  20   0   20.7g 105196  73816 S   0.0   1.3   0:00.00 ThreadP+
   3614 sahilch+  20   0   16.4g   1872    904 S   0.0   0.0   0:00.03 code
   3615 sahilch+  20   0   16.4g      0      0 S   0.0   0.0   0:00.02 code
   3649 sahilch+  20   0   20764   4068   1996 S   0.0   0.1   0:00.04 bash
   3663 sahilch+  20   0   16.0g      0      0 S   0.0   0.0   0:00.00 chrome_+
   3664 sahilch+  20   0   16.0g      0      0 S   0.0   0.0   0:00.00 chrome_+
   3665 sahilch+  20   0   16.0g      0      0 S   0.0   0.0   0:00.00 chrome_+
   3692 sahilch+  20   0   16.4g  19916  18272 S   0.0   0.3   0:00.25 code
   3702 sahilch+  20   0   16.4g  19916  18272 S   0.0   0.3   0:00.01 ThreadP+
   3704 sahilch+  20   0   16.4g  19916  18272 S   0.0   0.3   0:00.15 Chrome_+
   3707 sahilch+  20   0   16.4g  19916  18272 S   0.0   0.3   0:00.00 inotify+
   3706 sahilch+  20   0   16.4g  19916  18272 S   0.0   0.3   0:00.07 ThreadP+
   3700 sahilch+  20   0   16.6g  57500  54820 S   0.0   0.7   0:00.50 code
   3710 sahilch+  20   0   16.6g  57500  54820 S   0.0   0.7   0:00.00 Thread<+
   3711 sahilch+  20   0   16.6g  57500  54820 S   0.0   0.7   0:00.00 Thread<+
   3712 sahilch+  20   0   16.6g  57500  54820 S   0.0   0.7   0:00.00 Thread<+
   3713 sahilch+  20   0   16.6g  57500  54820 S   0.0   0.7   0:00.00 Thread<+
   3714 sahilch+  20   0   16.6g  57500  54820 S   0.0   0.7   0:00.00 Thread<+
   3715 sahilch+  20   0   16.6g  57500  54820 S   0.0   0.7   0:00.00 Thread<+
   3716 sahilch+  20   0   16.6g  57500  54820 S   0.0   0.7   0:00.00 Thread<+
   3717 sahilch+  20   0   16.6g  57500  54820 S   0.0   0.7   0:00.00 Thread<+
   3718 sahilch+  20   0   16.6g  57500  54820 S   0.0   0.7   0:00.00 Thread<+
   3719 sahilch+  20   0   16.6g  57500  54820 S   0.0   0.7   0:00.00 Thread<+
   3720 sahilch+  20   0   16.6g  57500  54820 S   0.0   0.7   0:00.00 Thread<+
   3721 sahilch+  20   0   16.6g  57500  54820 S   0.0   0.7   0:00.00 Thread<+
   3722 sahilch+  20   0   16.6g  57500  54820 S   0.0   0.7   0:00.00 code
   3723 sahilch+  20   0   16.6g  57500  54820 S   0.0   0.7   0:00.00 ThreadP+
   3724 sahilch+  20   0   16.6g  57500  54820 S   0.0   0.7   0:00.02 ThreadP+
   3725 sahilch+  20   0   16.6g  57500  54820 S   0.0   0.7   0:12.49 Chrome_+
   3727 sahilch+  20   0   16.6g  57500  54820 S   0.0   0.7   1:14.60 VizComp+
   3874 mongodb   20   0 3152408   1.5g  18092 S   0.0  20.4   0:00.66 mongod
   3876 mongodb   20   0 3152408   1.5g  18092 S   0.0  20.4   0:00.03 SignalH+
   3877 mongodb   20   0 3152408   1.5g  18092 S   0.0  20.4   0:01.36 Backgro+
   3878 mongodb   20   0 3152408   1.5g  18092 S   0.0  20.4   0:00.02 OCSPMan+
   3879 mongodb   20   0 3152408   1.5g  18092 S   0.0  20.4   0:00.02 Certifi+
   3880 mongodb   20   0 3152408   1.5g  18092 S   0.0  20.4   0:00.51 FlowCon+
   3881 mongodb   20   0 3152408   1.5g  18092 S   0.0  20.4   0:00.03 mongod
   3886 mongodb   20   0 3152408   1.5g  18092 S   0.0  20.4   0:02.76 mongod
   3887 mongodb   20   0 3152408   1.5g  18092 S   0.0  20.4   0:00.31 mongod
   3888 mongodb   20   0 3152408   1.5g  18092 S   0.0  20.4   0:01.06 mongod
   3889 mongodb   20   0 3152408   1.5g  18092 S   0.0  20.4   0:00.53 mongod
   3890 mongodb   20   0 3152408   1.5g  18092 S   0.0  20.4   0:00.53 mongod
   3891 mongodb   20   0 3152408   1.5g  18092 S   0.0  20.4   0:00.53 mongod
   3892 mongodb   20   0 3152408   1.5g  18092 S   0.0  20.4   0:00.52 mongod
   3893 mongodb   20   0 3152408   1.5g  18092 S   0.0  20.4   0:00.07 mongod
   3894 mongodb   20   0 3152408   1.5g  18092 S   0.0  20.4   0:00.07 WTIdleS+
   3895 mongodb   20   0 3152408   1.5g  18092 S   0.0  20.4   0:00.91 Timesta+
   3896 mongodb   20   0 3152408   1.5g  18092 S   0.0  20.4   0:08.72 Journal+
   3897 mongodb   20   0 3152408   1.5g  18092 S   0.0  20.4   0:00.40 Checkpo+
   3898 mongodb   20   0 3152408   1.5g  18092 S   0.0  20.4   0:00.35 Deadlin+
   3902 mongodb   20   0 3152408   1.5g  18092 S   0.0  20.4   0:21.19 ftdc
   3903 mongodb   20   0 3152408   1.5g  18092 S   0.0  20.4   0:00.02 FreeMon+
   3904 mongodb   20   0 3152408   1.5g  18092 S   0.0  20.4   0:00.02 FreeMon+
   3905 mongodb   20   0 3152408   1.5g  18092 S   0.0  20.4   0:00.05 FreeMon+
   3906 mongodb   20   0 3152408   1.5g  18092 S   0.0  20.4   0:00.07 TTLMoni+
   3907 mongodb   20   0 3152408   1.5g  18092 S   0.0  20.4   0:00.20 clientc+
   3908 mongodb   20   0 3152408   1.5g  18092 S   0.0  20.4   0:00.03 Periodi+
   3909 mongodb   20   0 3152408   1.5g  18092 S   0.0  20.4   0:00.03 Session+
   3910 mongodb   20   0 3152408   1.5g  18092 S   0.0  20.4   0:00.05 abortEx+
   3911 mongodb   20   0 3152408   1.5g  18092 S   0.0  20.4   0:00.04 Logical+
   3912 mongodb   20   0 3152408   1.5g  18092 S   0.0  20.4   0:00.03 Logical+
   3913 mongodb   20   0 3152408   1.5g  18092 S   0.0  20.4   0:00.03 Service+
   3914 mongodb   20   0 3152408   1.5g  18092 S   0.0  20.4   0:00.03 listener
   4117 mongodb   20   0 3152408   1.5g  18092 S   0.0  20.4   0:15.51 conn2
  23084 mongodb   20   0 3152408   1.5g  18092 S   0.0  20.4   0:08.21 conn3
   4104 sahilch+  20   0   20632   1276    816 S   0.0   0.0   0:00.03 bash
   4112 sahilch+  20   0 1166604  17976   4772 S   0.0   0.2   0:00.01 mongo
   4113 sahilch+  20   0 1166604  17976   4772 S   0.0   0.2   0:00.00 OCSPMan+
   4114 sahilch+  20   0 1166604  17976   4772 S   0.0   0.2   0:00.32 Deadlin+
   4116 sahilch+  20   0 1166604  17976   4772 S   0.0   0.2   0:00.03 js
   4647 sahilch+  20   0   32.6g 286640 103276 S   0.0   3.6   1:46.77 chrome
   4662 sahilch+  20   0   32.6g 286640 103276 S   0.0   3.6   0:00.01 sandbox+
   4670 sahilch+  20   0   32.6g 286640 103276 S   0.0   3.6   0:00.00 chrome
   4671 sahilch+  20   0   32.6g 286640 103276 S   0.0   3.6   0:00.05 HangWat+
   4672 sahilch+  20   0   32.6g 286640 103276 S   0.0   3.6   0:00.77 ThreadP+
   4676 sahilch+  20   0   32.6g 286640 103276 S   0.0   3.6   0:00.00 inotify+
   4677 sahilch+  20   0   32.6g 286640 103276 S   0.0   3.6   1:03.99 Chrome_+
   4678 sahilch+  20   0   32.6g 286640 103276 S   0.0   3.6   0:00.40 MemoryI+
   4679 sahilch+  20   0   32.6g 286640 103276 S   0.0   3.6   0:00.00 gmain
   4680 sahilch+  20   0   32.6g 286640 103276 S   0.0   3.6   0:01.59 gdbus
   4681 sahilch+  20   0   32.6g 286640 103276 S   0.0   3.6   0:00.10 ThreadP+
   4683 sahilch+  20   0   32.6g 286640 103276 S   0.0   3.6   0:00.00 Bluez D+
   4684 sahilch+  20   0   32.6g 286640 103276 S   0.0   3.6   0:00.00 CrShutd+
   4685 sahilch+  20   0   32.6g 286640 103276 S   0.0   3.6   0:00.00 dconf w+
   4691 sahilch+  20   0   32.6g 286640 103276 S   0.0   3.6   0:00.18 ThreadP+
   4693 sahilch+  20   0   32.6g 286640 103276 S   0.0   3.6   0:07.13 Composi+
   4694 sahilch+  20   0   32.6g 286640 103276 S   0.0   3.6   0:00.00 VideoCa+
   4730 sahilch+  20   0   32.6g 286640 103276 S   0.0   3.6   0:01.70 ThreadP+
   4756 sahilch+  20   0   32.6g 286640 103276 S   0.0   3.6   0:00.21 CacheTh+
   4770 sahilch+  20   0   32.6g 286640 103276 S   0.0   3.6   0:00.02 Battery+
  21929 sahilch+  20   0   32.6g 286640 103276 S   0.0   3.6   0:00.78 ThreadP+
  22273 sahilch+  20   0   32.6g 286640 103276 S   0.0   3.6   0:00.77 ThreadP+
  22450 sahilch+  20   0   32.6g 286640 103276 S   0.0   3.6   0:00.44 ThreadP+
  23367 sahilch+  20   0   32.6g 286640 103276 S   0.0   3.6   0:00.00 ThreadP+
   4653 sahilch+  20   0   17164      0      0 S   0.0   0.0   0:00.00 cat
   4654 sahilch+  20   0   17164     12      0 S   0.0   0.0   0:00.00 cat
   4656 sahilch+  20   0   32.0g   1080   1028 S   0.0   0.0   0:00.00 chrome_+
   4660 sahilch+  20   0   32.0g   1080   1028 S   0.0   0.0   0:00.00 chrome_+
   4661 sahilch+  20   0   32.0g   1080   1028 S   0.0   0.0   0:00.00 chrome_+
   4658 sahilch+  20   0   32.0g      0      0 S   0.0   0.0   0:00.00 chrome_+
   4659 sahilch+  20   0   32.0g      0      0 S   0.0   0.0   0:00.00 chrome_+
   4664 sahilch+  20   0   32.3g   4744   4008 S   0.0   0.1   0:00.01 chrome
   4665 sahilch+  20   0   32.3g   7864   3660 S   0.0   0.1   0:00.01 chrome
   4666 sahilch+  20   0   32.0g    964    960 S   0.0   0.0   0:00.00 nacl_he+
   4669 sahilch+  20   0   32.3g   7912   3480 S   0.0   0.1   0:00.57 chrome
   4692 sahilch+  20   0   33.2g 171812 105108 S   0.0   2.2   1:11.22 chrome
   4707 sahilch+  39  19   33.2g 171812 105108 S   0.0   2.2   0:00.00 chrome:+
   4708 sahilch+  20   0   33.2g 171812 105108 S   0.0   2.2   0:00.00 chrome:+
   4709 sahilch+  20   0   33.2g 171812 105108 S   0.0   2.2   0:00.01 chrome:+
